,accommodates,availability_30,host_total_listings_count,bathrooms,bedrooms,beds,extra_people,guests_included,hos1_iden1i1y_veri0ied,ins1an1_bookable,is_loca1ion_exac1,number_of_reviews,price,host_is_superhost
457,1,30,1,1,1,1,300,2,0,0,0,51,540,1
458,6,2,1,1,2,4,0,6,0,0,1,206,1001,1
459,2,30,29,1,1,1,0,2,1,0,1,28,587,0
460,2,26,5,1,1,1,0,1,1,1,1,63,649,0
461,2,16,22,1.5,1,1,0,2,1,1,1,269,509,0
462,3,30,19,1,1,2,80,2,1,0,1,46,548,0
463,5,0,2,1,2,2,0,1,0,0,1,2,798,0
464,2,0,1,1,1,1,0,1,0,0,0,0,798,0
465,6,0,23,1,2,4,200,5,1,0,1,58,1197,0
466,4,29,13,1,0,2,0,1,1,1,1,42,602,0
467,2,7,1,0.5,1,1,0,1,0,0,1,57,250,0
468,2,28,13,1,0,2,0,1,1,1,1,20,313,0
469,1,30,3,1,1,1,0,1,1,0,0,10,368,0
470,5,15,6,1,2,3,150,4,0,0,0,208,759,0
471,4,17,2,1,0,2,100,2,1,1,1,86,462,0
472,10,11,3,2,2,5,180,5,1,0,1,20,1502,0
473,4,0,1,2.5,2,2,0,1,1,0,0,3,2504,0
474,2,29,4,1,1,1,0,1,0,0,0,0,853,0
475,8,0,19,2,3,3,150,4,1,0,1,25,1252,1
476,2,0,29,1,1,1,0,1,1,0,1,25,579,0
477,2,0,9,1,1,1,0,1,1,1,0,61,798,0
478,2,0,9,1,1,1,0,2,1,1,0,46,853,0
479,2,0,9,1,1,1,0,1,1,1,1,24,399,0
480,2,5,11,1,1,1,150,1,1,0,1,24,250,0
481,1,0,9,1,1,1,0,1,1,1,1,27,422,0
482,16,11,10,3,5,7,100,6,0,0,1,67,2996,1
483,4,20,3,1,1,2,50,2,1,0,1,96,876,0
484,6,8,3,1,2,5,120,4,1,1,0,132,1087,0
485,2,3,5,1,1,1,0,1,1,1,1,32,391,0
486,2,10,10,1,1,1,0,1,0,1,1,73,454,0
487,7,13,3,1,2,5,160,4,1,1,1,233,1087,0
488,2,6,1,1,0,1,0,1,0,1,1,331,782,1
489,2,30,13,1,0,1,0,1,1,1,1,10,297,0
490,3,30,4,1,1,2,60,2,0,0,0,21,336,0
491,1,16,3,1,1,1,0,1,1,0,1,130,501,0
492,4,0,1,1,2,2,0,1,1,0,1,4,798,0
493,8,11,3,1,2,4,150,4,1,1,0,34,1127,0
494,4,0,1,1,1,2,0,1,0,0,0,2,1001,0
495,3,0,1,1,1,2,156,3,0,0,1,249,681,1
496,3,26,13,1,0,2,0,1,1,1,1,91,454,0
497,10,25,7,1,3,3,150,4,0,0,1,150,1486,0
498,2,28,3,1,1,1,0,1,1,0,0,1,790,0
499,2,30,16,1,1,1,0,1,0,0,0,25,360,0
500,1,0,1,1,0,1,0,1,0,0,1,2,30004,0
501,2,5,3,1,1,1,50,1,1,1,1,194,297,0
502,3,12,3,1,1,1,50,1,1,1,1,148,297,0
503,2,9,3,1,1,1,50,1,1,1,1,222,282,0
504,1,29,1,1,1,1,0,1,0,0,1,164,696,1
505,8,2,3,1,3,4,100,6,1,1,0,171,1283,0
506,2,30,13,1,0,2,0,1,1,1,1,47,313,0
507,3,26,13,1,0,2,0,1,1,1,1,45,454,0
508,1,0,1,1,1,1,0,1,1,0,0,0,1502,0
509,3,0,1,1,0,1,150,1,1,0,0,17,1001,0
510,13,10,6,2,3,7,0,1,0,1,1,105,1846,0
511,12,5,6,2,4,6,0,1,0,1,1,155,1752,0
512,2,0,3,1,1,1,0,1,1,0,1,15,469,0
513,13,10,6,2,3,7,0,1,0,0,1,97,1846,0
514,12,5,6,2,4,5,0,1,0,0,1,69,1752,0
515,3,28,1,1,2,2,388,2,1,0,1,127,469,1
516,3,0,1,1,2,2,0,1,0,0,1,0,1103,0
517,2,0,3,2,1,1,130,1,0,1,1,45,250,0
518,2,0,3,2,1,1,548,1,0,1,1,19,2504,0
519,2,22,10,1,0,1,175,2,1,1,1,183,407,0
520,2,0,1,2,1,2,100,1,1,0,1,2,696,0
521,1,0,1,1,1,1,0,1,0,0,1,1,399,0
522,4,25,4,1,1,2,150,2,1,0,1,115,782,0
523,1,14,1,1,1,1,300,1,1,0,0,60,274,1
524,2,0,1,1,1,1,0,1,1,0,1,16,626,0
525,4,11,1,1,2,2,300,3,1,0,1,77,1283,1
526,5,29,3,1,2,3,150,2,1,0,1,47,1283,0
527,2,0,1,1,0,1,0,1,0,0,0,0,266,0
528,2,22,7,1,1,2,0,1,0,0,1,118,360,0
529,6,12,2,1,2,3,569,6,1,0,1,60,853,0
530,2,29,142,1,1,1,0,1,0,0,1,0,227,0
531,3,0,1,1,1,2,100,1,1,0,0,8,798,0
532,2,30,3,1,1,1,100,1,1,0,1,19,681,0
533,2,17,1,1,0,1,0,1,0,0,1,133,1721,0
534,4,0,2,1,1,2,100,2,0,0,1,11,501,0
535,2,30,10,1,0,1,195,2,1,1,1,126,415,0
536,2,15,10,1,0,1,145,2,1,1,1,158,399,0
537,1,0,1,1,1,1,300,1,0,0,1,2,696,0
538,2,0,1,1,1,1,0,1,1,0,1,0,501,0
539,2,0,2,1,1,1,0,1,1,0,1,1,696,0
540,2,8,19,1,1,1,150,1,1,0,1,41,509,1
541,1,30,19,1,1,1,100,1,1,0,1,12,509,1
542,1,11,19,1,1,1,0,1,1,0,1,37,454,1
543,6,20,8,1,2,3,50,4,0,0,1,208,782,0
544,8,2,4,2,3,4,78,3,0,0,1,253,1799,0
545,2,0,1,1,1,1,0,1,0,0,0,1,1001,0
546,2,0,1,1,1,1,0,2,1,0,1,10,751,0
547,7,0,83,1,2,2,78,5,0,1,1,88,931,0
548,6,15,15,1,2,3,0,1,1,0,1,88,1095,0
549,5,30,18,1,2,2,150,4,1,0,1,32,1197,0
550,1,15,3,1,1,1,0,1,1,1,0,159,454,1
551,2,16,3,1,1,1,100,1,1,1,1,435,602,1
552,3,14,3,1,1,2,100,1,1,1,0,195,696,1
553,5,0,1,1,2,5,0,1,0,0,1,0,1377,0
554,2,30,4,1,1,2,100,2,0,0,0,22,454,0
555,2,28,5,1,0,1,100,2,0,1,0,53,485,0
556,2,7,1,1,1,2,0,1,0,1,1,208,649,0
557,2,8,4,1,1,1,55,2,0,0,1,89,250,0
558,2,29,8,1,1,1,0,1,0,0,1,23,297,0
559,6,2,2,1,2,3,100,4,1,1,1,179,1103,0
560,2,21,10,1,0,1,0,1,1,1,0,147,501,0
561,4,0,1,1,1,2,0,1,1,0,1,8,696,0
562,3,0,2,1,1,2,100,2,1,0,1,5,1400,0
563,4,0,1,2,2,2,0,1,0,0,0,9,2003,0
564,2,30,1,1.5,1,1,0,2,0,0,1,1,1502,0
565,2,8,8,1,0,1,150,2,0,1,1,101,383,0
566,4,16,2,1,2,3,200,4,1,1,0,171,798,0
567,2,25,29,1,1,1,0,2,1,0,1,5,587,0
568,2,11,1,1,1,1,0,1,1,0,0,11,1322,0
569,3,0,1,1,1,1,0,1,0,0,0,1,649,0
570,2,6,2,1,1,1,0,1,1,0,1,205,548,0
571,4,28,13,1,0,2,0,1,1,1,1,54,602,0
572,2,30,1,1,1,1,100,1,1,0,1,97,462,0
573,3,7,10,1,1,2,150,3,0,1,1,286,759,1
574,2,0,1,1,1,1,0,1,1,0,1,2,947,0
575,3,25,3,1,1,1,80,2,1,1,1,124,548,0
576,2,16,5,1,0,1,100,1,1,1,0,67,501,1
577,2,0,1,1,1,1,0,1,1,0,1,3,438,0
578,1,0,2,1,1,1,0,1,1,0,1,0,900,0
579,4,21,2,2,3,4,0,1,1,1,1,76,1400,0
580,2,0,19,1,1,1,100,1,1,0,0,10,422,1
581,1,0,1,1,1,1,0,1,1,0,1,34,383,0
582,4,6,1,1,2,2,0,1,1,0,0,146,1174,0
583,1,0,2,1,1,1,70,1,0,0,1,37,454,0
584,7,30,9,1,2,2,50,1,0,0,0,4,954,0
585,10,10,12,2,1,10,170,1,1,0,1,234,172,0
586,4,19,1,1,2,2,0,1,0,1,1,3,2801,0
587,2,29,2,1,1,1,0,1,0,0,0,50,1580,1
588,2,30,8,1,1,1,0,1,1,0,1,69,681,1
589,5,7,1,1,2,2,0,1,0,0,1,8,1299,0
590,12,4,5,3,3,5,156,6,0,0,1,142,1408,1
591,2,0,1,1,1,1,0,1,0,0,1,1,798,0
592,4,3,13,1,1,2,100,2,1,1,1,151,579,0
593,8,5,13,1,3,4,100,6,1,1,1,158,1080,0
594,2,30,16,1,1,1,0,1,0,0,0,29,297,0
595,2,29,16,1,1,1,0,1,0,0,0,17,352,0
596,3,22,1,1,2,2,350,3,1,0,0,44,1799,0
597,3,18,4,1,1,1,200,2,1,0,0,21,751,1
598,2,19,4,1,1,1,150,1,1,1,0,51,548,1
599,2,0,2,1,1,1,0,1,1,0,1,221,602,1
600,1,8,4,1,1,1,100,1,1,1,0,65,352,1
601,2,0,7,1,0,1,0,1,1,0,1,26,657,1
602,5,7,29,1,2,3,100,5,1,0,1,169,1103,0
603,2,0,1,1,1,1,0,2,1,0,1,3,994,0
604,3,8,5,1,1,2,70,2,1,1,1,202,297,1
605,3,15,5,1,1,2,70,2,1,1,1,128,329,1
606,3,13,5,1,1,2,70,2,1,1,1,138,297,1
607,4,13,5,1,1,3,80,2,1,1,1,106,383,1
608,4,11,5,1,1,3,80,2,1,1,1,100,352,1
609,12,20,8,1,4,7,100,4,0,0,1,113,900,0
610,5,11,6,1,2,2,40,2,1,0,1,78,829,0
611,2,11,6,1,1,1,40,1,1,1,1,98,430,0
612,2,15,6,1,1,1,0,2,1,1,1,60,430,0
613,4,0,1,1,1,2,0,1,0,0,1,0,1197,0
614,4,0,9,1,2,2,100,4,1,0,0,16,900,0
615,2,19,5,1,1,1,0,2,0,0,1,13,861,0
616,2,0,1,1,1,1,100,1,1,0,0,11,399,0
617,2,0,7,1.5,1,1,100,1,0,1,1,53,149,0
618,5,0,1,2.5,4,3,0,1,1,0,1,0,2347,0
619,5,0,1,2,2,2,0,1,1,0,1,39,1001,1
620,1,0,1,1,1,1,0,1,0,0,0,0,696,0
621,2,0,29,1,1,1,0,1,1,0,1,18,532,0
622,2,8,29,1,0,1,0,1,1,0,1,15,532,0
623,2,27,2,1,1,1,0,1,0,0,0,4,900,0
624,4,0,19,1,3,4,100,3,1,0,0,16,1377,0
625,4,0,1,2,2,2,0,1,1,0,0,5,649,0
626,2,0,1,,,,0,1,0,0,0,0,696,0
627,8,28,1,3,4,6,0,1,1,0,0,8,9999,0
628,2,0,1,1,0,1,0,1,1,0,1,0,696,0
629,3,0,1,1,1,2,0,1,1,1,0,2,399,0
630,1,22,6,3,1,1,0,1,1,1,1,162,227,0
631,1,0,1,1,1,1,0,1,0,0,0,0,751,0
632,3,0,1,1,1,1,0,1,0,0,1,1,1189,0
633,2,4,4,1,1,2,55,2,0,0,1,75,250,0
634,2,26,51,1,1,2,0,1,0,0,1,177,329,0
635,2,0,1,1,1,1,0,1,1,0,0,7,884,0
636,5,28,6,3,1,10,250,1,1,0,1,63,250,0
637,2,9,10,1,1,1,150,2,0,1,0,414,548,1
638,4,0,1,1.5,2,2,0,1,0,0,1,1,1901,0
639,2,14,10,1,1,1,150,2,0,1,0,318,618,1
640,2,13,1,1,1,1,150,1,1,1,1,203,422,0
641,2,0,1,1,1,1,0,1,0,0,1,1,1252,0
642,2,0,1,1,0,2,0,1,1,0,1,14,501,0
643,4,30,1,1,2,2,0,1,0,0,0,20,743,0
644,2,0,1,1,1,1,150,2,0,0,1,4,900,0
645,3,0,1,1,1,1,0,1,1,0,1,5,1048,0
646,2,16,10,1,1,1,150,2,0,1,0,270,548,1
647,2,12,10,1,1,2,150,2,0,1,1,327,618,1
648,2,9,10,1,1,2,150,2,0,1,0,355,602,1
649,4,0,1,1,2,2,400,2,1,1,0,58,900,0
650,3,0,13,1,1,2,114,2,1,0,1,0,430,0
651,2,30,13,1,1,1,0,2,1,0,1,38,329,0
652,2,15,10,1,1,1,150,2,0,1,0,347,548,1
653,2,0,1,1,1,1,0,1,1,0,1,0,501,0
654,1,0,1,1,1,1,0,1,1,0,1,0,548,0
655,3,19,19,1,1,1,60,2,1,0,0,30,579,0
656,1,0,1,1,1,1,0,1,0,0,1,0,1760,0
657,3,30,17,1,1,2,0,1,0,0,1,124,282,0
658,2,0,1,1,1,1,0,2,1,0,1,0,1502,0
659,2,0,1,1,1,1,0,1,0,0,1,6,649,0
660,4,30,28,1,1,3,50,1,0,0,0,112,297,0
661,3,30,19,1,1,2,80,2,1,0,0,30,548,0
662,1,0,1,1,1,1,0,1,1,0,1,0,688,0
663,4,29,16,1,1,2,80,2,0,0,0,61,618,0
664,3,30,17,1,1,2,50,3,0,0,1,39,344,0
665,2,0,1,1,1,1,0,1,1,0,1,0,798,0
666,2,0,1,1,1,1,0,1,1,0,0,0,1001,0
667,3,29,1,1,1,1,391,2,1,0,0,8,1330,0
668,3,10,10,1,1,2,150,3,0,1,1,229,759,1
669,2,30,17,1,1,1,0,1,0,0,1,51,250,0
670,2,30,10,2,1,6,0,1,1,0,0,12,579,1
671,4,0,1,1,1,2,0,1,1,1,1,10,978,0
672,2,0,1,1,2,1,0,1,1,0,0,3,994,0
673,2,0,1,1,0,1,0,1,0,0,1,0,790,0
674,3,30,17,1,1,2,50,2,0,0,1,88,282,0
675,3,25,17,1,1,3,50,3,0,0,1,154,360,0
676,4,30,3,1,2,3,0,1,1,0,1,14,1956,0
677,6,0,1,2,3,4,0,1,1,0,0,4,2308,0
678,1,30,10,2,1,10,0,1,1,0,0,82,266,1
679,1,30,10,2,1,10,0,1,1,0,0,43,266,1
680,2,0,1,1,1,1,0,1,1,0,1,0,368,0
681,6,4,22,1,2,3,70,4,1,1,1,253,1080,0
682,2,28,1,1,1,2,0,1,0,0,1,0,289,0
683,2,0,2,1,1,1,0,1,0,0,0,5,548,0
684,2,30,17,1,1,2,50,2,0,0,1,54,282,0
685,2,0,7,1,1,2,100,1,0,1,1,28,149,0
686,1,29,10,2,1,10,0,1,1,0,0,150,227,1
687,1,30,10,2,1,10,0,1,1,0,0,99,211,1
688,4,27,17,1,1,3,50,4,0,0,1,100,399,0
689,4,0,1,1,2,2,0,1,0,0,1,9,649,0
690,1,29,10,2,1,8,0,1,1,0,0,25,282,1
691,2,29,13,1,1,1,0,2,1,0,1,9,399,0
692,3,27,1,1.5,1,1,0,1,1,0,0,0,2996,0
693,2,29,3,1,1,1,0,1,1,0,1,9,782,0
694,1,28,0,1,1,1,0,1,0,0,0,0,297,0
695,2,30,17,1,1,1,0,1,0,0,1,67,250,0
696,2,30,17,1,1,1,0,1,0,0,1,58,227,0
697,2,30,17,1,1,2,50,2,0,0,1,54,282,0
698,2,0,1,1,1,1,0,1,1,0,1,0,2504,0
699,10,30,12,2,1,10,170,1,1,0,1,76,172,0
700,10,28,12,2,1,10,170,1,1,0,1,187,172,0
701,2,30,17,1,1,1,0,1,0,0,1,43,274,0
702,3,30,17,1,1,2,50,3,0,0,1,76,352,0
703,2,30,17,1,1,1,50,2,0,0,1,83,274,0
704,2,0,1,1,0,1,0,1,0,0,1,11,352,0
705,4,29,17,1,1,3,50,4,0,0,1,90,360,0
706,6,30,4,2,1,6,150,1,0,0,0,32,853,0
707,3,22,4,1,1,2,0,1,0,0,0,37,501,0
708,2,25,17,1,1,2,50,2,0,0,1,87,297,0
709,3,30,14,1,1,2,0,1,1,0,0,4,587,0
710,5,0,1,1,1,3,0,1,0,0,1,0,501,0
711,3,30,51,1,1,2,0,1,0,0,1,41,454,0
712,2,27,2,1,0,2,0,1,1,0,1,184,555,0
713,6,2,22,1,2,4,70,4,1,1,1,284,1080,0
714,1,24,6,3.5,1,1,0,1,1,1,1,111,227,0
715,2,30,8,1,1,1,0,1,1,0,1,73,681,1
716,2,30,8,1,1,1,0,1,1,0,1,41,681,1
717,2,0,1,1,1,1,0,1,1,1,0,142,610,0
718,4,0,4,2,1,2,0,1,1,0,0,23,798,0
719,2,16,1,1,1,1,0,1,1,0,0,24,649,0
720,4,30,7,1,1,2,0,1,0,0,1,9,884,0
721,2,30,17,1,1,2,0,1,0,0,1,71,274,0
722,2,0,3,2,1,1,250,1,1,0,0,4,900,0
723,2,0,1,1,1,1,200,2,1,0,0,9,876,0
724,1,0,11,1,1,1,100,1,0,0,1,19,250,0
725,5,1,11,1,1,2,100,4,0,0,1,3,477,0
726,10,7,11,1.5,3,3,200,4,0,0,1,127,1181,0
727,3,1,11,1,1,2,100,3,0,0,1,15,383,0
728,2,26,1,1,1,1,0,2,1,0,0,31,665,1
729,2,15,5,1,1,1,0,1,1,1,0,263,391,0
730,12,20,9,1,4,7,100,4,0,0,0,9,1197,0
731,2,25,51,1,1,1,0,1,0,0,1,111,282,0
732,4,27,5,1,1,3,0,1,1,1,0,149,861,0
733,2,0,11,1,1,1,0,1,0,0,1,4,321,0
734,2,16,9,1,1,1,0,2,1,1,1,281,548,0
735,5,0,1,2,3,2,0,1,1,0,1,0,2817,0
736,2,0,19,1,1,1,100,1,1,0,1,49,399,1
737,4,0,5,1,0,2,0,2,1,1,1,169,876,0
738,3,0,11,1,1,2,100,3,0,0,1,2,352,0
739,1,12,11,1,1,1,0,1,0,0,1,29,227,0
740,2,0,2,1,1,1,0,1,1,0,1,2,696,0
741,1,0,11,1,1,1,0,1,0,0,1,10,227,0
742,2,0,1,1,1,2,0,1,1,0,0,0,798,0
743,2,30,3,1,1,2,0,1,0,0,1,5,900,0
744,4,15,10,1,1,2,150,4,0,1,1,211,970,1
745,2,7,8,1,0,1,0,1,0,0,0,11,282,0
746,3,29,0,1,1,1,250,2,1,0,1,60,1299,0
747,4,0,1,1,1,1,0,1,1,0,1,7,649,0
748,1,1,2,1,1,1,200,1,1,0,1,118,383,1
749,4,0,11,1,1,3,120,4,0,0,1,5,485,0
750,2,0,1,1,1,1,0,1,1,0,0,6,548,0
751,10,23,7,1,2,4,120,6,0,0,0,58,1080,0
752,1,0,1,1,1,1,0,1,0,0,0,0,297,0
753,6,30,15,1,2,3,0,1,1,0,1,21,1095,0
754,4,8,22,1,1,2,65,2,1,1,1,247,696,0
755,4,0,1,1,2,2,0,1,0,0,0,0,1518,0
756,3,13,9,1,1,2,100,2,1,1,1,258,595,0
757,10,25,12,2,1,10,170,1,1,0,1,106,172,0
758,10,30,12,2,1,10,170,1,1,0,1,50,172,0
759,2,30,16,1,1,1,0,1,0,0,0,53,329,0
760,10,29,12,2,1,10,170,1,1,0,0,57,172,0
761,12,30,7,1,1,5,539,4,0,0,0,10,626,0
762,2,0,1,1,1,1,0,1,1,0,1,10,297,0
763,4,27,4,1,1,2,150,2,1,0,1,28,782,0
764,5,0,1,1,1,2,0,1,1,0,0,0,649,0
765,2,30,7,1,1,1,0,1,0,0,1,26,329,0
766,5,30,7,1,1,3,0,1,0,0,1,50,634,0
767,2,0,3,1,3,2,0,6,1,1,0,4,892,0
768,2,0,1,1,1,1,0,1,0,0,1,0,751,0
769,2,0,1,1,1,1,0,1,1,0,1,1,798,0
770,2,3,2,1,1,2,0,1,1,0,0,44,501,1
771,2,0,2,1,1,2,0,1,1,0,0,28,501,1
772,6,12,11,1,2,3,137,6,1,1,1,103,1001,1
773,9,12,11,1,3,4,137,8,1,1,1,137,1275,1
774,2,12,6,1,1,2,0,1,1,1,1,168,352,1
775,2,0,1,1,1,1,0,1,1,0,0,26,798,0
776,3,30,2,1,1,2,60,1,0,1,0,2,1001,0
777,7,9,1,2.5,3,6,250,4,1,1,1,24,1197,0
778,2,22,1,1,0,1,0,1,1,1,0,285,501,0
779,2,7,7,1,1,2,0,1,0,0,1,80,352,0
780,5,30,7,1,1,3,0,1,0,0,1,18,626,0
781,4,0,1,1,1,2,0,1,1,0,1,5,1103,0
782,1,0,1,1,1,1,150,1,1,0,0,1,297,0
783,2,29,8,1,1,1,100,2,0,0,1,0,399,0
784,9,13,11,1,3,4,137,8,1,1,1,76,1307,1
785,3,0,1,1,1,2,0,1,1,0,1,13,798,0
786,4,0,2,1,0,1,75,2,1,0,1,74,1048,0
787,3,0,1,1,2,1,0,1,0,0,0,1,829,0
788,2,0,1,1,1,1,200,2,1,0,1,1,743,0
789,2,0,3,2,1,1,0,1,1,0,0,0,900,0
790,6,0,3,2,3,3,200,1,1,0,0,1,2097,0
791,4,30,7,1,1,3,0,1,0,0,1,38,555,0
792,3,0,4,1,1,1,0,1,0,0,1,5,2003,0
793,4,0,1,1,1,1,0,1,0,0,0,0,1502,0
794,2,0,7,1,1,2,0,1,0,0,1,65,383,0
795,2,11,9,1,1,2,0,1,1,1,1,279,532,0
796,12,25,11,1,3,3,150,5,0,0,1,115,1080,0
797,2,22,7,1,1,2,100,1,0,0,1,120,329,0
798,7,21,3,2,2,5,235,4,1,0,1,62,3896,1
799,2,0,1,1,1,1,0,2,1,0,1,5,493,0
800,2,0,1,1,1,1,0,1,0,0,1,2,422,0
801,1,0,1,0.5,1,1,0,1,1,0,0,28,321,0
802,1,17,1,1,1,1,100,1,0,0,0,111,540,1
803,2,21,9,1,1,1,0,1,1,1,0,262,563,0
804,2,0,1,1,1,1,300,2,1,0,1,2,681,0
805,2,14,8,1,1,2,0,1,0,0,0,57,250,0
806,2,0,8,1,1,2,0,1,0,0,0,5,282,0
807,2,0,1,1,1,1,80,2,1,0,0,7,493,0
808,7,13,11,1,2,3,137,6,1,1,0,67,970,1
809,2,4,10,1,0,1,0,1,0,0,1,6,360,0
810,2,18,10,1,0,1,0,1,0,0,1,24,336,0
811,2,0,1,1,1,1,0,1,1,0,0,2,297,0
812,2,30,27,1,1,1,0,1,0,0,1,3,352,0
813,2,0,27,1,1,1,0,1,0,0,1,2,352,0
814,1,20,1,1,1,1,0,1,0,1,1,10,297,0
815,2,0,27,1,1,1,0,1,0,0,1,6,352,0
816,2,0,8,1,1,1,0,1,0,0,1,3,336,0
817,2,0,8,1,1,1,0,1,0,0,1,6,336,0
818,2,0,8,1,1,2,0,1,0,0,1,43,391,0
819,2,0,8,1,1,2,0,1,0,0,1,1,391,0
820,1,0,8,1,1,1,0,1,0,0,1,0,501,0
821,2,22,1,1,1,1,150,1,0,0,0,28,548,0
822,2,0,27,1,1,1,0,1,0,0,1,6,352,0
823,4,29,8,1,1,2,200,2,0,0,1,1,876,0
824,2,0,1,1,1,1,100,1,0,0,1,1,587,0
825,2,25,6,1,1,1,0,1,0,1,1,100,477,0
826,2,8,6,1,1,1,0,1,0,1,1,184,383,0
827,2,27,6,1,1,1,0,1,0,1,1,29,649,0
828,2,26,6,1,1,1,0,2,0,1,1,79,477,0
829,6,10,5,1,2,3,100,4,1,1,1,67,876,0
830,2,24,6,1,1,1,0,1,0,1,1,121,454,0
831,3,3,1,1,2,2,0,1,0,0,0,15,548,0
832,3,0,1,1,1,1,0,1,0,0,1,0,2996,0
833,6,30,28,1,1,3,50,1,0,0,0,102,454,0
834,2,2,29,1,0,1,0,1,1,0,1,9,321,0
835,2,0,1,1,0,1,0,1,0,0,1,0,649,0
836,6,0,1,2,2,3,0,1,1,1,1,1,900,0
837,6,28,1,3,3,6,0,1,0,0,0,0,57996,0
838,7,19,2,1,2,3,250,3,0,0,1,63,1299,1
839,2,0,1,1,1,1,0,1,0,0,1,0,297,0
840,2,0,1,1,1,1,0,1,0,0,1,1,1197,0
841,2,0,27,1,1,1,0,1,0,0,1,2,352,0
842,2,0,27,1,1,1,0,1,0,0,1,2,352,0
843,2,0,2,1,0,1,0,1,0,0,1,8,430,0
844,2,20,5,1,1,1,0,1,1,1,1,195,399,0
845,2,0,1,1,1,1,0,1,1,0,1,1,602,0
846,2,6,1,1,1,1,120,2,1,0,0,235,728,0
847,1,30,9,2,1,1,0,1,0,0,1,88,102,0
848,4,0,1,2,2,2,0,1,1,1,0,3,892,0
849,1,30,3,1,1,1,500,1,1,0,0,15,978,0
850,2,30,7,1,1,2,0,1,0,0,1,40,477,0
851,2,30,16,1,1,1,0,1,0,1,1,3,454,0
852,2,0,3,1,1,1,0,2,1,1,0,54,634,0
853,6,30,22,1,2,3,150,4,1,0,0,160,821,0
854,3,0,4,1,1,2,65,1,0,0,1,0,469,0
855,2,0,4,1,1,2,65,1,0,0,1,0,360,0
856,2,0,4,1,1,1,65,1,0,0,1,4,321,0
857,1,0,4,1,1,1,65,1,0,0,1,0,282,0
858,4,3,2,1,2,3,0,4,1,0,0,135,1236,1
859,2,0,1,1,1,1,0,1,1,0,1,0,1565,0
860,5,0,1,1,2,2,0,1,1,0,1,0,876,0
861,4,22,19,1,2,2,150,3,1,0,1,19,1447,1
862,2,0,1,1,1,1,150,2,1,1,1,117,798,1
863,4,1,2,1,2,2,130,2,0,0,1,225,892,0
864,2,30,51,1,1,1,0,1,0,0,1,72,282,0
865,2,0,1,1,1,1,0,1,1,0,1,0,1001,0
866,2,0,1,1,1,1,0,1,1,0,1,25,704,0
867,4,0,19,1,3,4,50,3,1,1,0,7,1377,0
868,7,30,18,2,3,3,150,5,1,0,0,23,1299,0
869,2,0,1,1,1,2,120,2,1,0,1,22,994,0
870,2,0,1,1,2,1,0,1,0,0,1,0,900,0
871,1,30,9,2,1,1,0,1,0,0,1,75,102,0
872,7,28,22,1,2,4,200,6,1,0,1,90,1080,0
873,2,0,1,1,0,1,0,1,1,0,1,4,696,0
874,2,0,1,1,1,1,0,1,0,0,1,0,900,0
875,3,17,2,1,1,1,100,2,0,1,0,333,422,0
876,3,0,1,2,1,1,0,1,1,0,1,0,1001,0
877,6,3,22,1,2,3,60,4,1,1,0,223,923,0
878,2,0,1,1,1,1,0,1,1,0,1,2,681,0
879,4,30,28,1,1,4,50,1,0,0,0,115,282,0
880,6,29,23,2,1,1,178,1,0,0,1,9,164,0
881,2,0,1,1,1,1,0,1,1,0,1,10,751,0
882,2,30,54,1,1,1,500,2,1,1,1,7,289,0
883,1,29,54,1,1,4,500,1,1,1,1,49,94,0
884,8,10,4,3,4,5,78,1,1,1,0,27,2339,0
885,1,0,1,1,1,1,0,1,1,0,0,0,203,0
886,2,29,4,1,1,1,250,1,0,1,1,1,462,0
887,2,28,32,1,1,1,0,1,0,0,1,55,313,0
888,4,24,54,1,1,4,500,4,1,1,1,26,477,0
889,2,30,54,1,1,2,500,2,1,1,1,6,289,0
890,3,0,1,1,2,1,0,1,1,0,0,14,501,0
891,2,22,5,1,1,1,0,1,0,0,1,23,297,0
892,4,21,5,1,1,3,0,1,0,1,0,21,548,0
893,2,28,5,1,1,2,0,1,0,0,1,21,352,0
894,3,19,5,1.5,1,2,0,1,0,0,1,27,454,0
895,2,30,19,1,1,2,100,1,1,0,1,3,2198,0
896,4,29,23,2,1,4,250,4,0,0,1,7,180,0
897,1,29,23,2,1,1,0,1,0,1,1,57,227,0
898,4,30,2,1,0,2,189,2,1,0,0,77,446,0
899,2,9,2,1,0,1,0,1,1,0,0,65,446,0
900,4,0,10,1,2,2,0,1,0,0,1,0,853,0
901,4,0,1,1,0,2,0,1,1,0,0,11,1001,0
902,7,30,17,1,2,5,120,4,0,1,1,14,1197,0
903,1,30,1,1,1,1,200,1,1,1,1,97,415,0
904,3,3,1,1,0,1,0,1,0,0,0,113,462,0
905,2,0,1,1,1,1,0,1,1,1,1,0,947,0
906,2,30,51,1,1,2,0,1,0,0,1,63,329,0
907,2,0,1,1,2,2,0,1,0,0,0,5,649,0
908,1,30,54,1,1,1,500,1,1,1,1,17,274,0
909,1,30,54,0,1,1,500,1,1,1,1,36,188,0
910,15,10,8,2,5,10,100,5,0,0,1,92,1502,0
911,1,30,16,1,1,1,0,1,0,1,1,2,501,0
912,1,30,16,1,1,1,0,1,0,1,1,6,493,0
913,1,0,1,1,0,1,0,1,0,0,1,1,1001,0
914,1,0,1,1,1,1,100,1,0,0,1,6,250,0
915,8,12,11,1,3,4,137,8,1,1,1,184,1307,1
